,post,type,symptom,label
3737,"Even after sleeping, I wake up exhausted and don’t have the energy to do anything, let alone eat properly.",colloquial,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
3738,"I spend most nights tossing and turning, and by day I feel wiped out, struggling to keep my eating in check.",colloquial,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
3739,"I can't stay asleep and I'm constantly fatigued, which just makes me snack mindlessly all day.",colloquial,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
3740,"I experience chronic low mood and a pervasive sense of hopelessness, accompanied by recurrent suicidal ideation without a specific plan and a marked lack of interest in activities.",clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
3741,"I often feel emotionally numb and pessimistic about the future, and this includes intrusive thoughts about dying and an inability to find joy in things I once loved.",clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
3742,"My persistent feelings of sadness coincide with a sense of despair about future prospects, and I frequently have thoughts of self-harm alongside a disinterest in daily life.",clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
3743,"I present with a combination of emotional heaviness, a belief that personal goals are unattainable, and recurrent thoughts about not wanting to live, along with diminished motivation for significant activities.",clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
3744,"I report feeling emotionally withdrawn, viewing the future with dread, experiencing passive suicidal thoughts, and exhibiting notable social withdrawal.",clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
3745,"Lately, I just feel so empty and can't stop thinking that nothing will get better. I don't want to be here anymore, and I can't bring myself to care about anything.",colloquial,"['Depressed_Mood', 'Suicidal_ideas', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
3746,"Can't shake this gloominess. It's like everything I do fails, and I keep wondering if ending it all would be easier.",colloquial,"['Depressed_Mood', 'Suicidal_ideas', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
3747,"Life feels meaningless. I can't find enjoyment in anything, and the idea of not existing seems like a relief from this constant sadness.",colloquial,"['Depressed_Mood', 'Suicidal_ideas', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
3748,Every day feels the same—hopeless and gray. Sometimes I think there's no point in going on.,colloquial,"['Depressed_Mood', 'Suicidal_ideas', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
3749,"I feel like I'm stuck in this pit of despair, where everything seems futile. I can't stop thinking about how easy it would be just to give up.",colloquial,"['Depressed_Mood', 'Suicidal_ideas', 'Loss_of_interest_or_motivation', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
3750,"I experience persistent feelings of sadness and low self-worth, compounded by difficulty sustaining attention in tasks and a reluctance to engage in mentally demanding activities.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Inattention']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
3751,"I find myself feeling emotionally numb and hopeless, and I often fail to finish work tasks due to my inability to concentrate, while simultaneously blaming myself for these shortcomings.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Inattention']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
3752,"There is a pervasive sense of gloom in my life, and I am easily distracted by extraneous stimuli, leading to relentless self-criticism for my inability to perform efficiently at work.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Inattention']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
3753,"I regularly feel a sense of despair accompanied by recurrent crying spells, and I struggle to organize tasks or remember important details, which feeds into my persistent guilty preoccupations.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Inattention']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
3754,My life feels incomplete due to constant difficulty in holding rational conversations and a deep-rooted feeling of worthlessness that colors every aspect of my day.,clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Inattention']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
3755,"I feel so sad and worthless, and I can't even focus on simple things; it all just feels too overwhelming.",colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Inattention']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
3756,"Lately, I can't seem to pay attention to anything, and that just makes me feel so useless and down all the time.",colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Inattention']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
3757,"I keep losing things and can't focus at work, and it makes me feel like I'm just not good enough.",colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Inattention']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
3758,"Every day feels like a fog of sadness and distraction, and I just beat myself up for not being able to finish anything.",colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Inattention']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
3759,"I feel so empty and hopeless, it's like my mind just won't cooperate, and I hate myself for it.",colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Inattention']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
3760,"I experience restless sleep and wake up feeling emotionally numb, no matter how long I stay in bed.",clinical,"['Depressed_Mood', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
3761,"Despite sleeping excessively, I wake up feeling a persistent sense of melancholy that doesn't seem to go away.",clinical,"['Depressed_Mood', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
3762,"Night after night, I struggle with initial insomnia and wake up frequently, all while being overwhelmed by a constant sense of despair.",clinical,"['Depressed_Mood', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
3763,"Even when I manage to get a full night's sleep, I wake up feeling unrefreshed and burdened by a pervasive sense of gloom throughout the day.",clinical,"['Depressed_Mood', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
3764,"I suffer from middle insomnia, waking up in the middle of the night, accompanied by a profound feeling of emptiness and sadness that lingers till morning.",clinical,"['Depressed_Mood', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
3765,"I can't sleep at night, and even when I do, I wake up feeling like there's this heavy gloom hanging over me.",colloquial,"['Depressed_Mood', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
3766,"I sleep all day but still feel sad and empty when I wake up, like nothing matters.",colloquial,"['Depressed_Mood', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
3767,"I'm up all night with racing thoughts about my life and when I finally sleep, I wake up feeling like crying and can't shake off the sadness.",colloquial,"['Depressed_Mood', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
3768,"Sleep is a nightmare. I toss and turn, and when I wake up, the sadness just hits me like a wave again.",colloquial,"['Depressed_Mood', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
3769,"I just feel so empty all the time, and even sleep doesn't help. I wake up feeling just as bad, if not worse.",colloquial,"['Depressed_Mood', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
3770,"I experience significant fatigue, characterized by a persistent lack of energy and a constant sense of tiredness, compounded by sleep disturbances including difficulty falling and staying asleep, as well as hyperactivity and agitation that manifest as restlessness and an inability to sit still.",clinical,"['Hyperactivity_agitation', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
3771,"Despite feeling perpetually drained and struggling with low energy levels, I also grapple with sleep disturbances that include insomnia and restless sleep, alongside hyperactivity that makes it difficult for me to unwind or relax.",clinical,"['Hyperactivity_agitation', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
3772,"My days are plagued by a notable decrease in productivity due to decreased energy levels and fatigue, which are exacerbated by sleep issues such as initial insomnia and prolonged periods of wakefulness, in addition to an underlying hyperactivity that leaves me feeling constantly on edge.",clinical,"['Hyperactivity_agitation', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
3773,"I experience a paradoxical combination of decreased energy and fatigue that leaves me feeling physically and mentally sluggish, interspersed with episodes of hyperactivity and agitation, and compounded by sleep disturbances that prevent restful and consistent sleep.",clinical,"['Hyperactivity_agitation', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
3774,"Despite a constant sense of heaviness in my body and an inability to complete tasks due to low energy, I concurrently experience hyperactivity presenting as restlessness, alongside sleep disruptions characterized by insomnia and unrefreshing sleep.",clinical,"['Hyperactivity_agitation', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
3775,"I’m so exhausted all the time, but I can’t sleep right or sit still. Nights are restless, and I fidget constantly during the day.",colloquial,"['Hyperactivity_agitation', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
3776,"I’m always tired and drained, but I can’t seem to relax or sleep properly, and I spend my days too antsy to focus on anything.",colloquial,"['Hyperactivity_agitation', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
3777,"I feel like I’m running on empty with zero energy, yet I can’t shut off my brain at night and find myself pacing around all day.",colloquial,"['Hyperactivity_agitation', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
3778,"I can barely get out of bed because I’m so tired, yet I can’t stop moving or thinking, and my sleep is a total mess.",colloquial,"['Hyperactivity_agitation', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
3779,"I’m beyond exhausted, but it’s like I’m wired at the same time, with restless nights and fidgety days that just don’t let up.",colloquial,"['Hyperactivity_agitation', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
3780,"I experience persistent feelings of sadness, compounded by a pervasive sense that my future hopes are unattainable, along with significant sleep disturbances characterized by difficulty initiating and maintaining sleep.",clinical,"['Depressed_Mood', 'Pessimism', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
3781,"The persistent low mood I endure is exacerbated by beliefs that my current struggles will never improve, alongside ongoing sleep disturbances that include frequent nocturnal awakenings and unrefreshing sleep.",clinical,"['Depressed_Mood', 'Pessimism', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
3782,"I persistently feel a sense of melancholy and view the future with dread, combined with significant sleep disturbances including restless sleep and waking up too early.",clinical,"['Depressed_Mood', 'Pessimism', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
3783,"The pervasive gloom I experience is accompanied by the belief that achieving personal goals is implausible, and compounded by disturbed sleep patterns, including insomnia and feeling unrefreshed even after extended sleep.",clinical,"['Depressed_Mood', 'Pessimism', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
3784,"I often feel emotionally numb, believing that setbacks are permanent, while simultaneously struggling with sleep disturbances such as difficulty falling asleep and staying asleep.",clinical,"['Depressed_Mood', 'Pessimism', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
3785,"I feel like I'm stuck in a cloud of sadness, unable to sleep properly, and constantly thinking that nothing good will happen for me.",colloquial,"['Depressed_Mood', 'Pessimism', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
3786,"Every night I lie awake feeling hopeless about my future, and when I do sleep, I wake up way too early with no energy.",colloquial,"['Depressed_Mood', 'Pessimism', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
3787,"I'm just so down all the time, convinced my life isn’t going anywhere, and I can't get a good night's rest no matter how hard I try.",colloquial,"['Depressed_Mood', 'Pessimism', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
3788,"I can’t shake this sadness and it’s like everything I try fails. I stay up most nights, staring at the ceiling, unable to sleep.",colloquial,"['Depressed_Mood', 'Pessimism', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
3789,"Feeling empty and expecting failure is my new normal. I barely sleep and when I do, I wake up too early, feeling just as tired.",colloquial,"['Depressed_Mood', 'Pessimism', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
3790,"I am experiencing a persistent low mood, marked by a pervasive sense of gloom and emotional heaviness, alongside a significant decrease in energy levels and feelings of worthlessness, which contribute to my diminished motivation to engage in daily activities.",clinical,"['Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Loss_of_interest_or_motivation', 'Worthlessness_and_guilty']","[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
3791,"I find myself engulfed in feelings of persistent sadness and worthlessness, leading to a substantial reduction in my energy and motivation to participate in activities I once found enjoyable.",clinical,"['Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Loss_of_interest_or_motivation', 'Worthlessness_and_guilty']","[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
3792,I have been exhibiting a markedly diminished interest in significant activities and feel emotionally numb; this is compounded by a constant sense of fatigue and disproportionate guilt over minor past failings.,clinical,"['Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Loss_of_interest_or_motivation', 'Worthlessness_and_guilty']","[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
3793,"I often experience distressing feelings of emptiness and low self-worth, coupled with sustained fatigue and a noticeable decrease in my enthusiasm for hobbies or social engagements.",clinical,"['Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Loss_of_interest_or_motivation', 'Worthlessness_and_guilty']","[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
3794,"I am dealing with a persistent depressed mood and feelings of self-reproach, while also struggling with a lack of energy that exacerbates my loss of interest in daily tasks and personal goals.",clinical,"['Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Loss_of_interest_or_motivation', 'Worthlessness_and_guilty']","[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
3795,I’m just so tired all the time and feel so guilty about not doing anything. I can't even muster the energy to care about stuff I used to love.,colloquial,"['Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Loss_of_interest_or_motivation', 'Worthlessness_and_guilty']","[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
3796,"Every day feels like a drag. I’m constantly exhausted, feeling worthless, and nothing seems to make me happy anymore.",colloquial,"['Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Loss_of_interest_or_motivation', 'Worthlessness_and_guilty']","[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
3797,"I feel so sluggish and empty, like I have no energy for anything. It’s like I’m not good enough for anything either.",colloquial,"['Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Loss_of_interest_or_motivation', 'Worthlessness_and_guilty']","[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
3798,"I’m always feeling down and tired, and I can’t stop blaming myself for everything. I just don’t have the motivation to do anything.",colloquial,"['Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Loss_of_interest_or_motivation', 'Worthlessness_and_guilty']","[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
3799,"It’s hard to get out of bed. I feel so low and guilty about everything, and I have zero interest in things I used to enjoy.",colloquial,"['Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Loss_of_interest_or_motivation', 'Worthlessness_and_guilty']","[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
3800,I am experiencing recurrent suicidal ideations paired with pervasive feelings of worthlessness and an overwhelming depressed mood.,clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
3801,I have persistent thoughts of death intertwined with an exaggerated sense of guilt and a debilitating sense of sadness.,clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
3802,"I am plagued by intrusive thoughts of self-harm, a profound lack of self-worth, and a persistent, gloomy mood.",clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
3803,"I am struggling with the consistent desire to escape life via suicidal ideation, compounded by feelings of deep guilt and a melancholy disposition.",clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
3804,"I experience a pervasive sense of emotional numbness, marked by suicidal thoughts, self-reproach, and a persistent depressed mood.",clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
3805,"I feel so worthless and guilty all the time, and I can't stop thinking about how death might be the only escape from this sadness.",colloquial,"['Depressed_Mood', 'Suicidal_ideas', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
3806,"Sometimes it feels like I'm drowning in guilt and sadness, and the only way out is by ending it all.",colloquial,"['Depressed_Mood', 'Suicidal_ideas', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
3807,"I'm always blaming myself for everything, and the thought of being gone feels like a relief from this constant emptiness.",colloquial,"['Depressed_Mood', 'Suicidal_ideas', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
3808,"All I see is my failures and this unbearable sadness, and sometimes I just want it all to stop, even if it means not being here anymore.",colloquial,"['Depressed_Mood', 'Suicidal_ideas', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
3809,"Every day is filled with guilt and hopelessness, and the idea of not having to feel this pain anymore crosses my mind a lot.",colloquial,"['Depressed_Mood', 'Suicidal_ideas', 'Worthlessness_and_guilty']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
3810,"I experience persistent feelings of sadness and often find that I cannot remember important daily events, such as appointments or scheduled tasks.",clinical,"['Depressed_Mood', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
3811,There is a pervasive sense of gloom that accompanies my frequent inability to recall specific details of conversations or recent experiences.,clinical,"['Depressed_Mood', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
3812,"I struggle with a persistent low mood, which coincides with difficulty remembering instructions or directions that were given to me.",clinical,"['Depressed_Mood', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
3813,"In the presence of a constant emotional heaviness, I find myself frequently misplacing personal items and forgetting routine tasks such as paying bills.",clinical,"['Depressed_Mood', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
3814,"During episodes of feeling emotionally numb, I often forget names of acquaintances or colleagues and cannot retain new information.",clinical,"['Depressed_Mood', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
3815,I feel so sad all the time and can't even remember what I had for breakfast or where I put my keys.,colloquial,"['Depressed_Mood', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
3816,I'm just constantly down and forgetting to do important stuff every day; it's like my head's in a fog.,colloquial,"['Depressed_Mood', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
3817,"It's like I'm stuck in this empty feeling, and I can't remember any of my appointments or what I was supposed to do today.",colloquial,"['Depressed_Mood', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
3818,I cry all the time and can't keep track of conversations or even remember things I'm supposed to do.,colloquial,"['Depressed_Mood', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
3819,"I'm in a constant state of gloom and forget the simplest things, like names or what I talked about with someone.",colloquial,"['Depressed_Mood', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
3820,"I experience a persistent low mood, where everything feels heavy, and it’s compounded by a pervasive sense of pessimism about my future, alongside frequent irritability and anger outbursts.",clinical,"['Depressed_Mood', 'Anger_Irritability', 'Pessimism']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
3821,"I have a distressing sense of emotional numbness, with a belief that no positive changes will occur in my life, which is often accompanied by irritable behavior and verbal aggression.",clinical,"['Depressed_Mood', 'Anger_Irritability', 'Pessimism']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
3822,"I am frequently tearful, believing my future holds little hope, and experience fits of anger when faced with minor frustrations.",clinical,"['Depressed_Mood', 'Anger_Irritability', 'Pessimism']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
3823,"I feel emotionally heavy and empty, convinced that my efforts are futile in achieving success, and this belief often leads to increased irritability and mood swings.",clinical,"['Depressed_Mood', 'Anger_Irritability', 'Pessimism']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
3824,"My current emotional state is one of melancholy and despair, with an expectation of failure in upcoming endeavors, alongside exhibiting increased irritability in social interactions.",clinical,"['Depressed_Mood', 'Anger_Irritability', 'Pessimism']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
3825,"I feel like crying all the time and nothing feels right. Everything seems pointless, and I’m so easily pissed off by everything and everyone.",colloquial,"['Depressed_Mood', 'Anger_Irritability', 'Pessimism']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
3826,I’m just numb and can’t see any future worth having. I just end up snapping at people for no reason.,colloquial,"['Depressed_Mood', 'Anger_Irritability', 'Pessimism']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
3827,"Some days, I feel this heavy sadness like a cloud over me. I just know nothing will get better, and I end up getting angry at the smallest things.",colloquial,"['Depressed_Mood', 'Anger_Irritability', 'Pessimism']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
3828,"I’m always on edge, feeling down and like there’s no hope for what’s next. It just makes me want to scream at everyone.",colloquial,"['Depressed_Mood', 'Anger_Irritability', 'Pessimism']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
3829,"I feel like life is just a grey blob of nothingness, no hope for change, and I’m always mad for no reason.",colloquial,"['Depressed_Mood', 'Anger_Irritability', 'Pessimism']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
3830,"I experience a persistent low mood, making it difficult to focus on tasks, and I often feel paralyzed by decision-making.",clinical,"['Depressed_Mood', 'Inattention', 'Indecisiveness']","[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
3831,"I find myself crying frequently due to overwhelming sadness, which contributes to my inability to concentrate or make decisions effectively.",clinical,"['Depressed_Mood', 'Inattention', 'Indecisiveness']","[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
3832,A pervasive sense of gloom affects my ability to sustain attention and leaves me feeling overwhelmed by even simple choices.,clinical,"['Depressed_Mood', 'Inattention', 'Indecisiveness']","[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
3833,My persistent feelings of sadness contribute to diminished concentration and significant difficulty in making decisions.,clinical,"['Depressed_Mood', 'Inattention', 'Indecisiveness']","[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
3834,"I feel emotionally numb, which exacerbates my problems with attention and makes decision-making particularly challenging.",clinical,"['Depressed_Mood', 'Inattention', 'Indecisiveness']","[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
3835,"Lately, I can't stop crying, can't focus on anything, and I have no idea how to make any decisions.",colloquial,"['Depressed_Mood', 'Inattention', 'Indecisiveness']","[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
3836,"I feel so low all the time, I can’t concentrate on tasks, and it's like every choice feels impossible to make.",colloquial,"['Depressed_Mood', 'Inattention', 'Indecisiveness']","[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
3837,"It’s like this sadness just won't leave me alone, and I can't pay attention to anything or decide on the simplest things.",colloquial,"['Depressed_Mood', 'Inattention', 'Indecisiveness']","[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
