,post,type,symptom,description,label
1568,I am burdened by chronic feelings of guilt and worthlessness.,clinical,Worthlessness_and_guilty,Feeling disappointed in oneself,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1569,"No matter what I do, I feel like I'm failing everyone around me.",colloquial,Worthlessness_and_guilty,Feeling disappointed in oneself,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1570,"I frequently experience pervasive feelings of worthlessness, often criticizing myself for perceived faults.",clinical,Worthlessness_and_guilty,Criticizing oneself for all of one's faults,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1571,I can't stop thinking about how I mess up everything and that it's all my fault.,colloquial,Worthlessness_and_guilty,Criticizing oneself for all of one's faults,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1572,"I constantly berate myself for mistakes, resulting in a persistent sense of inadequacy.",clinical,Worthlessness_and_guilty,Criticizing oneself for all of one's faults,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1573,I feel like I'm always blaming myself for things going wrong.,colloquial,Worthlessness_and_guilty,Criticizing oneself for all of one's faults,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1574,"I habitually engage in negative self-evaluation, focusing on my perceived failures.",clinical,Worthlessness_and_guilty,Criticizing oneself for all of one's faults,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1575,I can't help but feel worthless every time something doesn't go as planned.,colloquial,Worthlessness_and_guilty,Criticizing oneself for all of one's faults,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1576,"I endure an ongoing cycle of self-criticism, attributing blame to myself for minor faults.",clinical,Worthlessness_and_guilty,Criticizing oneself for all of one's faults,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1577,I find myself constantly thinking about how I'm not good enough.,colloquial,Worthlessness_and_guilty,Criticizing oneself for all of one's faults,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1578,"I struggle with persistent self-reproach, feeling guilty about my inability to meet expectations.",clinical,Worthlessness_and_guilty,Criticizing oneself for all of one's faults,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1579,I just feel like everything that goes wrong is because of me.,colloquial,Worthlessness_and_guilty,Criticizing oneself for all of one's faults,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1580,I frequently experience feelings of worthlessness and have an expectation that I will be punished for my perceived failures.,clinical,Worthlessness_and_guilty,Expecting to be punished,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1581,I constantly feel like I'm no good and that something bad is going to happen to me as a consequence.,colloquial,Worthlessness_and_guilty,Expecting to be punished,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1582,There is a persistent belief that I am undeserving and anticipate punitive outcomes as a result.,clinical,Worthlessness_and_guilty,Expecting to be punished,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1583,I can't shake the feeling that I'm worthless and punishment is just around the corner for me.,colloquial,Worthlessness_and_guilty,Expecting to be punished,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1584,I have a chronic sense of worthlessness that leads me to expect consequences or punishment regardless of the situation.,clinical,Worthlessness_and_guilty,Expecting to be punished,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1585,I feel like a failure and I'm sure I deserve whatever bad thing comes my way.,colloquial,Worthlessness_and_guilty,Expecting to be punished,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1586,There is an ongoing expectation of punishment due to my pervasive feelings of worthlessness.,clinical,Worthlessness_and_guilty,Expecting to be punished,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1587,I can't stop thinking that I'm not good enough and that I deserve to suffer for it.,colloquial,Worthlessness_and_guilty,Expecting to be punished,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1588,"I continuously perceive myself as unworthy, leading to an anticipation of punitive measures against me.",clinical,Worthlessness_and_guilty,Expecting to be punished,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1589,I always feel like I'm just waiting for something bad to happen to me because I suck so much.,colloquial,Worthlessness_and_guilty,Expecting to be punished,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1590,I frequently experience pervasive feelings of worthlessness and excessive guilt over past events.,clinical,Worthlessness_and_guilty,Feeling guilty over many things,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1591,"I can't stop feeling guilty about everything, like I'm never doing anything right.",colloquial,Worthlessness_and_guilty,Feeling guilty over many things,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1592,There is a persistent sense of guilt and self-blame regarding my perceived failures.,clinical,Worthlessness_and_guilty,Feeling guilty over many things,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1593,"I feel guilty all the time, even when I haven't done anything wrong.",colloquial,Worthlessness_and_guilty,Feeling guilty over many things,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1594,I often have an overwhelming sense of guilt that is disproportionate to my actual actions.,clinical,Worthlessness_and_guilty,Feeling guilty over many things,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1595,I'm constantly beating myself up over things that happened ages ago.,colloquial,Worthlessness_and_guilty,Feeling guilty over many things,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1596,Feelings of worthlessness accompany frequent guilt for minor or imagined transgressions.,clinical,Worthlessness_and_guilty,Feeling guilty over many things,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1597,I feel like I'm never good enough and regret everything I do.,colloquial,Worthlessness_and_guilty,Feeling guilty over many things,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1598,I experience chronic guilt and feel a constant need to apologize for my existence.,clinical,Worthlessness_and_guilty,Feeling guilty over many things,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1599,"I can't shake off this guilt, like I'm a burden to everyone around me.",colloquial,Worthlessness_and_guilty,Feeling guilty over many things,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1600,I consistently perceive myself as fundamentally flawed and unworthy of positive regard or success.,clinical,Worthlessness_and_guilty,"Holding persistent and exaggerated negative beliefs or expectations about oneself, others, or the world","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1601,I just can't shake the feeling that I'm a complete failure and everything is my fault.,colloquial,Worthlessness_and_guilty,"Holding persistent and exaggerated negative beliefs or expectations about oneself, others, or the world","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1602,I experience pervasive feelings of guilt and believe I am responsible for events beyond my control.,clinical,Worthlessness_and_guilty,"Holding persistent and exaggerated negative beliefs or expectations about oneself, others, or the world","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1603,"I always think I'm to blame when things go wrong, even when it makes no sense.",colloquial,Worthlessness_and_guilty,"Holding persistent and exaggerated negative beliefs or expectations about oneself, others, or the world","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1604,"I hold the persistent belief that my presence is burdensome to others, contributing to their distress.",clinical,Worthlessness_and_guilty,"Holding persistent and exaggerated negative beliefs or expectations about oneself, others, or the world","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1605,I feel like I'm dragging everyone down and can't see any good in myself.,colloquial,Worthlessness_and_guilty,"Holding persistent and exaggerated negative beliefs or expectations about oneself, others, or the world","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1606,I find myself repeatedly questioning my worth and doubting any potential for positive relationships.,clinical,Worthlessness_and_guilty,"Holding persistent and exaggerated negative beliefs or expectations about oneself, others, or the world","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1607,I just can't stop feeling like I don't deserve any kindness or happiness.,colloquial,Worthlessness_and_guilty,"Holding persistent and exaggerated negative beliefs or expectations about oneself, others, or the world","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1608,I am frequently overwhelmed by the belief that my efforts are futile and inherently flawed.,clinical,Worthlessness_and_guilty,"Holding persistent and exaggerated negative beliefs or expectations about oneself, others, or the world","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1609,"I really think nothing I do matters, and I just mess everything up.",colloquial,Worthlessness_and_guilty,"Holding persistent and exaggerated negative beliefs or expectations about oneself, others, or the world","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1610,I experience frequent and intrusive thoughts of self-blame regarding my role in past events.,clinical,Worthlessness_and_guilty,"Having persistent, distorted cognitions about the cause or consequences of a traumatic event that leads to self-blame or blaming others","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1611,I can't stop thinking that everything that went wrong is my fault.,colloquial,Worthlessness_and_guilty,"Having persistent, distorted cognitions about the cause or consequences of a traumatic event that leads to self-blame or blaming others","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1612,I have pervasive and persistent feelings of worthlessness due to perceived failures.,clinical,Worthlessness_and_guilty,"Having persistent, distorted cognitions about the cause or consequences of a traumatic event that leads to self-blame or blaming others","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1613,I always feel like I'm not good enough and I mess up everything.,colloquial,Worthlessness_and_guilty,"Having persistent, distorted cognitions about the cause or consequences of a traumatic event that leads to self-blame or blaming others","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1614,There is a persistent belief in my mind that I am to blame for the negative outcomes in my life.,clinical,Worthlessness_and_guilty,"Having persistent, distorted cognitions about the cause or consequences of a traumatic event that leads to self-blame or blaming others","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1615,I feel like I'm constantly making things worse for everyone around me.,colloquial,Worthlessness_and_guilty,"Having persistent, distorted cognitions about the cause or consequences of a traumatic event that leads to self-blame or blaming others","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1616,I experience an overwhelming sense of guilt and self-condemnation on a daily basis.,clinical,Worthlessness_and_guilty,"Having persistent, distorted cognitions about the cause or consequences of a traumatic event that leads to self-blame or blaming others","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1617,I can't shake off this feeling that I'm responsible for all the bad things that happen.,colloquial,Worthlessness_and_guilty,"Having persistent, distorted cognitions about the cause or consequences of a traumatic event that leads to self-blame or blaming others","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1618,I consistently harbor distorted beliefs that my actions have led to significant negative consequences.,clinical,Worthlessness_and_guilty,"Having persistent, distorted cognitions about the cause or consequences of a traumatic event that leads to self-blame or blaming others","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1619,"I feel guilty all the time, like everything bad that happens is somehow my fault.",colloquial,Worthlessness_and_guilty,"Having persistent, distorted cognitions about the cause or consequences of a traumatic event that leads to self-blame or blaming others","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1620,I experience persistent guilty preoccupations about minor past mistakes.,clinical,Worthlessness_and_guilty,Experiencing guilty preoccupations or ruminations over minor past failings,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1621,"I constantly feel guilty for things I've done wrong, even if they were minor.",colloquial,Worthlessness_and_guilty,Experiencing guilty preoccupations or ruminations over minor past failings,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1622,I have recurrent ruminations on feelings of worthlessness related to past actions.,clinical,Worthlessness_and_guilty,Experiencing guilty preoccupations or ruminations over minor past failings,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1623,I can't stop thinking about how I messed up even the smallest things.,colloquial,Worthlessness_and_guilty,Experiencing guilty preoccupations or ruminations over minor past failings,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1624,I often have intrusive thoughts of inadequacy due to past errors.,clinical,Worthlessness_and_guilty,Experiencing guilty preoccupations or ruminations over minor past failings,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1625,I feel like I'm a failure because I can't let go of past mistakes.,colloquial,Worthlessness_and_guilty,Experiencing guilty preoccupations or ruminations over minor past failings,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1626,My mind frequently revisits feelings of guilt over insignificant past failings.,clinical,Worthlessness_and_guilty,Experiencing guilty preoccupations or ruminations over minor past failings,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1627,I keep beating myself up over little mistakes from the past.,colloquial,Worthlessness_and_guilty,Experiencing guilty preoccupations or ruminations over minor past failings,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1628,I habitually dwell on a pervasive sense of worthlessness stemming from minor past transgressions.,clinical,Worthlessness_and_guilty,Experiencing guilty preoccupations or ruminations over minor past failings,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1629,I always feel like a bad person for small things I've done wrong before.,colloquial,Worthlessness_and_guilty,Experiencing guilty preoccupations or ruminations over minor past failings,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1630,I often perceive neutral interactions as evidence of my inherent inadequacy and worthlessness.,clinical,Worthlessness_and_guilty,Misinterpreting neutral or trivial day-to-day events as evidence of personal defects,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1631,"Every time I make a mistake, I can't help but feel like it's because I'm fundamentally flawed.",colloquial,Worthlessness_and_guilty,Misinterpreting neutral or trivial day-to-day events as evidence of personal defects,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1632,I find myself interpreting trivial daily occurrences as confirmations of my personal failings.,clinical,Worthlessness_and_guilty,Misinterpreting neutral or trivial day-to-day events as evidence of personal defects,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1633,Even small things feel like proof that I'm just not good enough.,colloquial,Worthlessness_and_guilty,Misinterpreting neutral or trivial day-to-day events as evidence of personal defects,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1634,Insignificant events often seem to affirm my belief in my own inadequacy.,clinical,Worthlessness_and_guilty,Misinterpreting neutral or trivial day-to-day events as evidence of personal defects,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1635,I constantly feel guilty over stuff that seems so small to others but feels huge to me.,colloquial,Worthlessness_and_guilty,Misinterpreting neutral or trivial day-to-day events as evidence of personal defects,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1636,I am prone to interpreting minor daily events as indications of my defective nature.,clinical,Worthlessness_and_guilty,Misinterpreting neutral or trivial day-to-day events as evidence of personal defects,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1637,Every little thing makes me feel like I'm a failure.,colloquial,Worthlessness_and_guilty,Misinterpreting neutral or trivial day-to-day events as evidence of personal defects,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1638,I frequently misinterpret normal situations as evidence of my personal deficiencies.,clinical,Worthlessness_and_guilty,Misinterpreting neutral or trivial day-to-day events as evidence of personal defects,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1639,I always find a way to blame myself even when nothing's wrong.,colloquial,Worthlessness_and_guilty,Misinterpreting neutral or trivial day-to-day events as evidence of personal defects,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1640,"I experience persistent feelings of worthlessness and guilt, often feeling responsible for events and outcomes beyond my control.",clinical,Worthlessness_and_guilty,Having an exaggerated sense of responsibility for untoward events,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1641,"I always feel like I’m to blame for everything bad that happens, even when it’s not my fault.",colloquial,Worthlessness_and_guilty,Having an exaggerated sense of responsibility for untoward events,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1642,There is a pervasive and unreasonable belief that I am the cause of negative occurrences around me.,clinical,Worthlessness_and_guilty,Having an exaggerated sense of responsibility for untoward events,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1643,I constantly beat myself up thinking I should have done something differently to prevent bad things.,colloquial,Worthlessness_and_guilty,Having an exaggerated sense of responsibility for untoward events,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1644,"I have an exaggerated sense of guilt, feeling overly responsible for any negative events.",clinical,Worthlessness_and_guilty,Having an exaggerated sense of responsibility for untoward events,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1645,"I feel like everything that goes wrong is somehow my fault, even if I had nothing to do with it.",colloquial,Worthlessness_and_guilty,Having an exaggerated sense of responsibility for untoward events,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1646,I find myself inappropriately attributing blame to myself for circumstances I did not cause.,clinical,Worthlessness_and_guilty,Having an exaggerated sense of responsibility for untoward events,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1647,"I can't shake the feeling that I let everyone down, even when nothing is my fault.",colloquial,Worthlessness_and_guilty,Having an exaggerated sense of responsibility for untoward events,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1648,I experience a heightened and unjustified sense of responsibility for adverse events.,clinical,Worthlessness_and_guilty,Having an exaggerated sense of responsibility for untoward events,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1649,"Every time something bad happens, I feel like I should have somehow prevented it.",colloquial,Worthlessness_and_guilty,Having an exaggerated sense of responsibility for untoward events,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1650,"I frequently experience feelings of worthlessness and guilt related to my condition, believing I am burdensome to others.",clinical,Worthlessness_and_guilty,Experiencing self-reproach or guilt about being sick,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1651,I feel like I’ve failed everyone around me just by being sick.,colloquial,Worthlessness_and_guilty,Experiencing self-reproach or guilt about being sick,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1652,Persistent thoughts of self-reproach dominate my daily life as I consider my illness a personal failing.,clinical,Worthlessness_and_guilty,Experiencing self-reproach or guilt about being sick,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1653,I'm constantly blaming myself for being unwell and not good enough.,colloquial,Worthlessness_and_guilty,Experiencing self-reproach or guilt about being sick,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1654,There is a pervasive sense of guilt that stems from my inability to fulfill roles due to my depressive symptoms.,clinical,Worthlessness_and_guilty,Experiencing self-reproach or guilt about being sick,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1655,I can't shake the feeling that being sick is all my fault.,colloquial,Worthlessness_and_guilty,Experiencing self-reproach or guilt about being sick,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1656,"I experience significant self-reproach, perceiving myself as a failure because of my health issues.",clinical,Worthlessness_and_guilty,Experiencing self-reproach or guilt about being sick,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1657,I keep thinking that my illness lets everyone down.,colloquial,Worthlessness_and_guilty,Experiencing self-reproach or guilt about being sick,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1658,Feelings of inadequacy and guilt about my depressive disorder are overwhelming and constant.,clinical,Worthlessness_and_guilty,Experiencing self-reproach or guilt about being sick,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1659,I feel guilty for always being the problem.,colloquial,Worthlessness_and_guilty,Experiencing self-reproach or guilt about being sick,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1660,I often experience pervasive feelings of worthlessness and consistently undervalue my contributions and achievements.,clinical,Worthlessness_and_guilty,Having unrealistic negative evaluations of one’s worth,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1661,"I feel like nothing I do is ever good enough, and I'm constantly burdened by self-doubt.",colloquial,Worthlessness_and_guilty,Having unrealistic negative evaluations of one’s worth,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1662,I suffer from persistent thoughts that I am inherently flawed and undeserving of success or happiness.,clinical,Worthlessness_and_guilty,Having unrealistic negative evaluations of one’s worth,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1663,I always feel like I'm not good enough and that everyone would be better off without me.,colloquial,Worthlessness_and_guilty,Having unrealistic negative evaluations of one’s worth,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1664,I frequently have an exaggerated sense of failure and inability to meet personal or societal standards.,clinical,Worthlessness_and_guilty,Having unrealistic negative evaluations of one’s worth,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1665,I constantly think I'm a failure and can't shake the feeling that I don't deserve anything good.,colloquial,Worthlessness_and_guilty,Having unrealistic negative evaluations of one’s worth,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1666,My self-perception is dominated by a chronic feeling of inadequacy and self-blame.,clinical,Worthlessness_and_guilty,Having unrealistic negative evaluations of one’s worth,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1667,"I feel like I'm not worth anything, and it's like I'm carrying this heavy guilt all the time.",colloquial,Worthlessness_and_guilty,Having unrealistic negative evaluations of one’s worth,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1668,"There is a persistent pattern of negative self-assessment, characterized by feelings of guilt and worthlessness.",clinical,Worthlessness_and_guilty,Having unrealistic negative evaluations of one’s worth,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1669,"I'm constantly beating myself up over past mistakes, feeling like I'll never be good enough.",colloquial,Worthlessness_and_guilty,Having unrealistic negative evaluations of one’s worth,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1670,"I consistently feel a pervasive sense of worthlessness, impacting my self-perception.",clinical,Worthlessness_and_guilty,Experiencing low self-esteem,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1671,I feel like I'm a total failure and nothing I do matters.,colloquial,Worthlessness_and_guilty,Experiencing low self-esteem,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1672,"I frequently experience low self-esteem, leading me to undervalue my own abilities.",clinical,Worthlessness_and_guilty,Experiencing low self-esteem,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1673,I just can't shake the feeling that I'm not good enough.,colloquial,Worthlessness_and_guilty,Experiencing low self-esteem,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1674,I exhibit significant feelings of self-doubt and inadequacy on a daily basis.,clinical,Worthlessness_and_guilty,Experiencing low self-esteem,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1675,I feel useless all the time and don't see the point in trying.,colloquial,Worthlessness_and_guilty,Experiencing low self-esteem,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1676,I often harbor a persistent belief that I am inherently unworthy or inferior.,clinical,Worthlessness_and_guilty,Experiencing low self-esteem,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1677,I feel like I'm failing at life and it really gets me down.,colloquial,Worthlessness_and_guilty,Experiencing low self-esteem,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1678,"There is a chronic, underlying sensation of worthlessness affecting my daily functioning.",clinical,Worthlessness_and_guilty,Experiencing low self-esteem,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1679,I can't help but think that I'm not worth anything to anyone.,colloquial,Worthlessness_and_guilty,Experiencing low self-esteem,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1680,I constantly feel a pervasive sense of inadequacy and worthlessness.,clinical,Worthlessness_and_guilty,Feeling low self-worth,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1681,I feel like such a failure all the time.,colloquial,Worthlessness_and_guilty,Feeling low self-worth,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1682,I am overwhelmed by persistent feelings of being a burden to others.,clinical,Worthlessness_and_guilty,Feeling low self-worth,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1683,I can't shake the feeling that I'm just not good enough for anything.,colloquial,Worthlessness_and_guilty,Feeling low self-worth,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1684,I have an enduring sense of self-reproach and unworthiness.,clinical,Worthlessness_and_guilty,Feeling low self-worth,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1685,I feel like I don't deserve anything good.,colloquial,Worthlessness_and_guilty,Feeling low self-worth,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1686,There is an overwhelming sense of self-loathing that I can't escape.,clinical,Worthlessness_and_guilty,Feeling low self-worth,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1687,"I just feel useless, like I'm no good to anyone.",colloquial,Worthlessness_and_guilty,Feeling low self-worth,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1688,I frequently experience feelings of worthlessness and self-blame.,clinical,Worthlessness_and_guilty,Feeling low self-worth,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1689,I always think I'm not worth anyone's time.,colloquial,Worthlessness_and_guilty,Feeling low self-worth,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1690,I consistently experience pervasive feelings of worthlessness and excessive guilt about past actions.,clinical,Worthlessness_and_guilty,Engaging in self-blame,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
