Unnamed: 0,post,type,symptom,description,label
,"The persistent thoughts of death are intertwined with my chronic feelings of worthlessness and a deeply depressed mood, which further disturb my sleep, leading to frequent awakenings and insomnia.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Suicidal_ideas', 'Sleep_disturbance']",,"[1, 1, 0, 0, 0, 0, 1, 0, 1]"
,"I experience recurrent suicidal ideation, characterized by an overarching sense of gloom and a pervasive loss of interest in activities I previously found rewarding, alongside significant inattention leading to difficulties in task completion.",clinical,"['Depressed_Mood', 'Inattention', 'Suicidal_ideas', 'Loss_of_interest_or_motivation']",,"[0, 1, 0, 1, 0, 0, 1, 1, 0]"
,"I just feel like nothing matters anymore, I can't enjoy anything or feel good, and I hate myself for it.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Worthlessness_and_guilty']",,"[1, 1, 0, 1, 0, 0, 0, 0, 0]"
,Persistent feelings of emotional heaviness coexist with difficulty organizing activities and a poor memory for daily events and tasks.,clinical,"['Depressed_Mood', 'Inattention', 'Poor_memory']",,"[0, 1, 0, 0, 0, 0, 0, 1, 0]"
,"The patient reports feeling emotionally numb, with a concurrent persistent lack of energy and significant changes in eating behavior resulting in weight variation.",clinical,"['Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Weight_and_appetite_change']",,"[0, 1, 1, 0, 0, 1, 0, 0, 0]"
,"Life feels so heavy, and I've lost all interest in things that used to matter to me.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation']",,"[0, 1, 0, 1, 0, 0, 0, 0, 0]"
,"Sometimes I just can't feel anything, and it's like I'm always sad, plus I have to pee all the time, and sex is the last thing on my mind.",colloquial,"['Depressed_Mood', 'Genitourinary_symptoms']",,"[0, 1, 0, 1, 0, 0, 0, 0, 0]"
,"My mood is characterized by persistent melancholy, frequent crying spells, and a sense of restlessness. These feelings are often accompanied by verbal aggression and pessimism, where I assume setbacks are permanent and pervasive.",clinical,"['Depressed_Mood', 'Anger_Irritability', 'Pessimism']",,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
,"I'm drowning in this sea of gloom, my memory is shot, and I'm awake half the night staring at the ceiling.",colloquial,"['Depressed_Mood', 'Poor_memory', 'Sleep_disturbance']",,"[0, 1, 0, 0, 0, 0, 0, 1, 1]"
,"It's like I'm trapped in this never-ending cycle where I can't see any future for myself, and the thought of dying just doesn’t seem that bad anymore.",colloquial,"['Suicidal_ideas', 'Depressed_Mood', 'Pessimism']",,"[0, 1, 0, 0, 0, 0, 1, 0, 0]"
,"I experience frequent crying spells and hold unrealistic negative evaluations of my worth, which perpetuates a cycle of guilt and self-reproach.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty']",,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
,Everything's my fault and I feel so guilty all the time. I can't stop thinking about how maybe it's better if I just disappear since nothing ever changes for me.,colloquial,"['Suicidal_ideas', 'Worthlessness_and_guilty', 'Pessimism']",,"[1, 1, 0, 0, 0, 0, 1, 0, 0]"
,"I exhibit poor memory retention, inability to hold attention, and pronounced difficulty in making decisions, even in routine matters.",clinical,"['Inattention', 'Poor_memory', 'Indecisiveness']",,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
,"I find myself waking up multiple times throughout the night, and during these moments, I'm consumed by feelings of guilt and persistent sadness.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Sleep_disturbance']",,"[1, 1, 0, 0, 0, 0, 0, 0, 1]"
,"The persistent feelings of sadness I endure make it challenging to make decisions, as my memory often fails me in remembering important tasks.",clinical,"['Depressed_Mood', 'Poor_memory', 'Indecisiveness']",,"[0, 1, 0, 0, 0, 0, 0, 1, 0]"
,"I experience a persistent sense of melancholy that is coupled with difficulty sleeping, and recurrent suicidal ideation without a specific plan.",clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Sleep_disturbance']",,"[0, 1, 0, 0, 0, 0, 1, 0, 1]"
,"I keep beating myself up over past mistakes, and it makes me feel too low to care about anything anymore.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Worthlessness_and_guilty']",,"[1, 1, 0, 1, 0, 0, 0, 0, 0]"
,"There is a noticeable reduction in my desire to pursue personal goals, coupled with a pervasive sense of gloom and detachment from others.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation']",,"[0, 1, 0, 1, 0, 0, 0, 0, 0]"
,"I can't be bothered to hang out with friends or do stuff I used to like, and I'm always tired because I can't sleep properly.",colloquial,"['Loss_of_interest_or_motivation', 'Sleep_disturbance']",,"[0, 0, 0, 1, 0, 0, 0, 0, 1]"
,"I can't seem to sit still no matter what, but deep down I just feel gloomy and can't shake the thought that my life's going nowhere.",colloquial,"['Depressed_Mood', 'Hyperactivity_agitation', 'Pessimism']",,"[0, 1, 0, 0, 1, 0, 0, 0, 0]"
,"I experience a pervasive sense of gloom and a markedly diminished interest in activities that once brought me joy, coupled with feelings of detachment from those around me.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation']",,"[0, 1, 0, 1, 0, 0, 0, 0, 0]"
,"I feel empty and hopeless, like everything I try is just going to end up failing anyway.",colloquial,"['Depressed_Mood', 'Pessimism']",,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
,"I feel drained every day, sleep is restless, and I can't seem to control my eating — sometimes I eat a lot, and other times I skip meals.",colloquial,"['Sleep_disturbance', 'Decreased_energy_tiredness_fatigue', 'Weight_and_appetite_change']",,"[0, 0, 1, 0, 0, 1, 0, 0, 1]"
,The persistent inattention I experience is exacerbated by an unrelenting pessimism about the future and an underlying hyperactivity that prevents me from engaging quietly in any given task.,clinical,"['Hyperactivity_agitation', 'Inattention', 'Pessimism']",,"[0, 1, 0, 0, 1, 0, 0, 1, 0]"
,"I feel so empty and tired all the time. I don't even care about the things I used to love, and I blame myself for everything.",colloquial,"['Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Loss_of_interest_or_motivation', 'Worthlessness_and_guilty']",,"[1, 1, 1, 1, 0, 0, 0, 0, 0]"
,"I display a marked reduction in engagement with previously valued activities, coupled with a pervasive sense of sadness that is persistent and unrelenting.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation']",,"[0, 1, 0, 1, 0, 0, 0, 0, 0]"
,"I present with hyperactive symptoms including restlessness and difficulty engaging in leisure activities quietly, coupled with a continuous depressed mood, diminished energy levels, and exaggerated feelings of guilt and low self-worth.",clinical,"['Depressed_Mood', 'Hyperactivity_agitation', 'Worthlessness_and_guilty', 'Decreased_energy_tiredness_fatigue']",,"[1, 1, 1, 0, 1, 0, 0, 0, 0]"
,"Despite feeling persistently sad, I engage in secretive eating behaviors leading to unwanted weight gain and disrupted sleep.",clinical,"['Depressed_Mood', 'Sleep_disturbance', 'Weight_and_appetite_change']",,"[0, 1, 0, 0, 0, 1, 0, 0, 1]"
,"There is a prominent detachment from friends and family, accompanied by irregular sleep patterns and involuntary weight changes.",clinical,"['Loss_of_interest_or_motivation', 'Sleep_disturbance', 'Weight_and_appetite_change']",,"[0, 0, 0, 1, 0, 1, 0, 0, 1]"
,"My energy levels have been chronically low, accompanied by recurrent sleep disruptions and an unintentional weight loss.",clinical,"['Sleep_disturbance', 'Decreased_energy_tiredness_fatigue', 'Weight_and_appetite_change']",,"[0, 0, 1, 0, 0, 1, 0, 0, 1]"
,"It's like there's this constant cloud of gloom hanging over me, and my mind just goes blank. I can't decide on anything without feeling anxious.",colloquial,"['Depressed_Mood', 'Poor_memory', 'Indecisiveness']",,"[0, 1, 0, 0, 0, 0, 0, 1, 0]"
,"I experience a profound lack of interest in previously enjoyable activities, significant fatigue that limits my ability to function, persistent guilt, and an overall depressed mood.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Loss_of_interest_or_motivation', 'Decreased_energy_tiredness_fatigue']",,"[1, 1, 1, 1, 0, 0, 0, 0, 0]"
,Everything feels so heavy and I just can't find the energy to do things I used to enjoy.,colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation']",,"[0, 1, 0, 1, 0, 0, 0, 0, 0]"
,"There is a pervasive sense of gloom, with initial insomnia and frequent waking throughout the night, alongside exhibiting increased irritability and verbal aggression toward people when stressed.",clinical,"['Depressed_Mood', 'Anger_Irritability', 'Sleep_disturbance']",,"[0, 1, 0, 0, 0, 0, 0, 0, 1]"
,"I used to find joy in the little things, but now everything feels so heavy and I couldn't care less about what happens next.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation']",,"[0, 1, 0, 1, 0, 0, 0, 0, 0]"
,"I present with pervasive fatigue, a marked lack of motivation for daily tasks, and significant difficulty maintaining a regular sleep pattern.",clinical,"['Loss_of_interest_or_motivation', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']",,"[0, 0, 1, 1, 0, 0, 0, 0, 1]"
,"There are days when I feel an overwhelming sense of emotional numbness, combined with a loss of motivation to engage in daily tasks and intrusive thoughts about dying.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Suicidal_ideas']",,"[0, 1, 0, 1, 0, 0, 1, 0, 0]"
,"There is a persistent low mood with a constant sense of agitation, and I feel perpetually exhausted, despite getting adequate sleep.",clinical,"['Anger_Irritability', 'Depressed_Mood', 'Decreased_energy_tiredness_fatigue']",,"[0, 1, 1, 0, 0, 0, 0, 0, 0]"
,"I just don’t care about anything anymore, I'm always exhausted, and I can't remember the last time I slept well.",colloquial,"['Decreased_energy_tiredness_fatigue', 'Loss_of_interest_or_motivation', 'Sleep_disturbance']",,"[0, 0, 1, 1, 0, 0, 0, 0, 1]"
,"I experience frequent crying spells, often accompanied by restlessness and irritability. My mood swings are severe, and I tend to display verbal aggression towards others without realizing it.",clinical,"['Depressed_Mood', 'Anger_Irritability', 'Hyperactivity_agitation']",,"[0, 1, 0, 0, 1, 0, 0, 0, 0]"
,I consistently experience a pervasive sense of gloom combined with irritability and a belief that my efforts will not lead to success.,clinical,"['Depressed_Mood', 'Anger_Irritability', 'Pessimism']",,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
,"There is a pervasive sense of gloom in my daily life, coupled with a feeling of hopelessness about personal growth or improvement.",clinical,"['Depressed_Mood', 'Pessimism']",,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
,"I experience emotional numbness, along with distressing changes in my eating habits, leading to drastic weight fluctuations over short periods.",clinical,"['Depressed_Mood', 'Weight_and_appetite_change']",,"[0, 1, 0, 0, 0, 1, 0, 0, 0]"
,I'm always feeling down and can't stop fidgeting. My mind just can't seem to focus or hold onto any task I start.,colloquial,"['Depressed_Mood', 'Hyperactivity_agitation', 'Inattention']",,"[0, 1, 0, 0, 1, 0, 0, 1, 0]"
,"My nights are filled with restless, unsatisfying sleep due to nocturnal anxiety and hyperactive thoughts, making my depressed mood even worse during the day.",clinical,"['Depressed_Mood', 'Hyperactivity_agitation', 'Sleep_disturbance']",,"[0, 1, 0, 0, 1, 0, 0, 0, 1]"
,"I can’t shake this gloomy feeling, and my memory is so bad that I’m always losing my stuff. It makes me feel like I’m worthless.",colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Poor_memory']",,"[1, 1, 0, 0, 0, 0, 0, 1, 0]"
,"Despite experiencing a noticeable decrease in productivity due to sustained fatigue, I often engage in purposeless activities like pacing, finding it hard to unwind or sit still.",clinical,"['Hyperactivity_agitation', 'Decreased_energy_tiredness_fatigue']",,"[0, 0, 1, 0, 1, 0, 0, 0, 0]"
,"A constant sense of emotional heaviness and low self-esteem is accompanied by fits of anger and irritability, reflecting a complex interplay of depressive and guilty preoccupations.",clinical,"['Depressed_Mood', 'Anger_Irritability', 'Worthlessness_and_guilty']",,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
,"I suffer from chronic sleep disturbances, resulting in unrelenting fatigue and a depressive mood that leaves me feeling utterly drained.",clinical,"['Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']",,"[0, 1, 1, 0, 0, 0, 0, 0, 1]"
,"I exhibit a persistent sense of melancholy and often find myself unable to remain seated, frequently pacing or tapping my feet.",clinical,"['Depressed_Mood', 'Hyperactivity_agitation']",,"[0, 1, 0, 0, 1, 0, 0, 0, 0]"
,I just feel empty and like I'm stuck in this cycle of expecting everything to go wrong and blaming myself for it all.,colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Pessimism']",,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
,"I feel like my life is just a series of failures, and I can’t even pick what to eat for dinner without getting stressed.",colloquial,"['Depressed_Mood', 'Indecisiveness', 'Pessimism']",,"[0, 1, 0, 0, 0, 0, 0, 1, 0]"
,"I often find myself feeling hopeless about any positive changes in my life, which results in a lack of motivation to engage in previously meaningful activities. This sense of worthlessness is compounded by persistent self-blame and an enduring low mood that leaves me feeling emotionally numb.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Loss_of_interest_or_motivation', 'Pessimism']",,"[1, 1, 0, 1, 0, 0, 0, 0, 0]"
,"There is a pervasive sense of melancholy and guilt over minor past events, with intrusive suicidal ideation and a noticeable detachment from significant activities that I once found pleasurable.",clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Loss_of_interest_or_motivation', 'Worthlessness_and_guilty']",,"[1, 1, 0, 1, 0, 0, 1, 0, 0]"
,"I am constantly battling an overwhelming sense of pessimism, believing firmly that any efforts towards improvement are futile, burdened further by guilt and low self-worth, with an impaired memory that complicates both personal and professional spheres.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Pessimism', 'Poor_memory']",,"[1, 1, 0, 0, 0, 0, 0, 1, 0]"
,"There's a continuous cycle of guilt and self-blame that weighs heavily on me, making it difficult to maintain attention and leaving me entrenched in a bleak mood.",clinical,"['Depressed_Mood', 'Inattention', 'Worthlessness_and_guilty']",,"[1, 1, 0, 0, 0, 0, 0, 1, 0]"
,"I wake up multiple times at night and feel like a zombie during the day, coupled with this nagging sense of guilt that I’m a failure who can't achieve anything.",colloquial,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance', 'Worthlessness_and_guilty']",,"[1, 0, 1, 0, 0, 0, 0, 0, 1]"
,"The persistent low mood is accompanied by insomnia characterized by difficulty falling and staying asleep. Moreover, I report significant genitourinary symptoms including frequent micturition and a considerable decline in libido.",clinical,"['Depressed_Mood', 'Genitourinary_symptoms', 'Sleep_disturbance']",,"[0, 1, 0, 1, 0, 0, 0, 0, 1]"
,"I keep thinking about how to end it all. Nothing seems to matter anymore, and I just feel so sad all the time.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Suicidal_ideas']",,"[0, 1, 0, 1, 0, 0, 1, 0, 0]"
,"My sleep is restless and unsatisfying, leading to increased feelings of self-blame and worthlessness, which are compounded by a pervasive sense of depression and fatigue.",clinical,"['Worthlessness_and_guilty', 'Depressed_Mood', 'Decreased_energy_tiredness_fatigue', 'Sleep_disturbance']",,"[1, 1, 1, 0, 0, 0, 0, 0, 1]"
,"Sometimes I just can't sit still, and it's like I have to always be moving or doing something, but I also feel so empty and sad all the time.",colloquial,"['Depressed_Mood', 'Hyperactivity_agitation']",,"[0, 1, 0, 0, 1, 0, 0, 0, 0]"
,"My restlessness and inability to sit through long meetings are compounded by significant weight changes and sleep disturbances, often waking up multiple times during the night.",clinical,"['Hyperactivity_agitation', 'Sleep_disturbance', 'Weight_and_appetite_change']",,"[0, 0, 0, 0, 1, 1, 0, 0, 1]"
,"I am experiencing a persistent low mood, accompanied by significant difficulty in sustaining attention, resulting in challenges with completing tasks and responsibilities both at home and work.",clinical,"['Depressed_Mood', 'Inattention']",,"[0, 1, 0, 0, 0, 0, 0, 1, 0]"
,My mood is just constantly down. I barely have the energy to do anything and some days I just eat my feelings until I feel sick.,colloquial,"['Depressed_Mood', 'Weight_and_appetite_change', 'Decreased_energy_tiredness_fatigue']",,"[0, 1, 1, 0, 0, 1, 0, 0, 0]"
,"Everything feels heavy and pointless, and I just don't have it in me to pay attention to even the smallest details or care about anything.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Inattention']",,"[0, 1, 0, 1, 0, 0, 0, 1, 0]"
,"I exhibit irritable behaviors and angry outbursts, which are exacerbated by a persistent low mood and pervasive feelings of worthlessness and guilt.",clinical,"['Depressed_Mood', 'Anger_Irritability', 'Worthlessness_and_guilty']",,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
,"I feel like my life has no direction, as I constantly ruminate about my own worthlessness and plan for a future that seems inevitably bleak, often considering suicide as the only escape.",clinical,"['Suicidal_ideas', 'Loss_of_interest_or_motivation', 'Pessimism', 'Worthlessness_and_guilty']",,"[1, 1, 0, 1, 0, 0, 1, 0, 0]"
,"I feel like I'm a mess—always sad, hating myself, and losing my cool over the tiniest stuff.",colloquial,"['Anger_Irritability', 'Depressed_Mood', 'Worthlessness_and_guilty']",,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
,"I frequently experience a pervasive sense of gloom and struggle with a persistent low mood, which is often accompanied by indecisiveness, causing me to second-guess even minor decisions. This indecisiveness is compounded by my poor memory, making it hard to recall key details of conversations, further exacerbating my irritability and causing me to react disproportionately to minor annoyances.",clinical,"['Depressed_Mood', 'Anger_Irritability', 'Indecisiveness', 'Poor_memory']",,"[0, 1, 0, 0, 0, 0, 0, 1, 0]"
,"I find myself frequently tearful, experiencing significant weight changes, and struggling to focus on even simple instructions.",clinical,"['Depressed_Mood', 'Inattention', 'Weight_and_appetite_change']",,"[0, 1, 0, 0, 0, 1, 0, 1, 0]"
,"I'm in such a funk, nothing excites me anymore, and I'm just mad all the time now.",colloquial,"['Depressed_Mood', 'Anger_Irritability', 'Loss_of_interest_or_motivation']",,"[0, 1, 0, 1, 0, 0, 0, 0, 0]"
,"I’m constantly fidgeting, feeling sad for no reason, and sleep is just a distant memory.",colloquial,"['Depressed_Mood', 'Hyperactivity_agitation', 'Sleep_disturbance']",,"[0, 1, 0, 0, 1, 0, 0, 0, 1]"
,"Persistent feelings of hopelessness and imagining scenarios of my own death, combined with a sense of despair and exaggerated negative beliefs about myself, have resulted in a significant detachment from others and neglect of personal care.",clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Worthlessness_and_guilty', 'Loss_of_interest_or_motivation']",,"[1, 1, 0, 1, 0, 0, 1, 0, 0]"
,"Insomnia coupled with persistent critical self-evaluation has led to decreased energy levels, impacting my ability to maintain daily responsibilities.",clinical,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance', 'Worthlessness_and_guilty']",,"[1, 0, 1, 0, 0, 0, 0, 0, 1]"
,"I experience prolonged sleep episodes at night, yet feel drained and fatigued throughout the day. My decreased energy levels are paired with a noticeable decrease in appetite, leading to unintended weight loss.",clinical,"['Sleep_disturbance', 'Decreased_energy_tiredness_fatigue', 'Weight_and_appetite_change']",,"[0, 0, 1, 0, 0, 1, 0, 0, 1]"
,"I feel so numb and uninterested in life, and even deciding what to eat stresses me out completely.",colloquial,"['Depressed_Mood', 'Indecisiveness', 'Loss_of_interest_or_motivation']",,"[0, 1, 0, 1, 0, 0, 0, 1, 0]"
,"I feel constantly worn out even after sleeping a ton, but then I wake up and just can't stop snacking even though I'm not hungry.",colloquial,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance', 'Weight_and_appetite_change']",,"[0, 0, 1, 0, 0, 1, 0, 0, 1]"
,"I frequently experience pervasive suicidal ideation alongside a persistent feeling of hopelessness, accompanied by a deep-seated belief that my future holds no potential for positive change.",clinical,"['Depressed_Mood', 'Pessimism', 'Suicidal_ideas']",,"[0, 1, 0, 0, 0, 0, 1, 0, 0]"
,"I present with marked decrease in personal care activities due to decreased energy, emotional heaviness, and recurrent contemplation of suicide as an option.",clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Decreased_energy_tiredness_fatigue', 'Loss_of_interest_or_motivation']",,"[0, 1, 1, 1, 0, 0, 1, 0, 0]"
,"I can’t shake this empty feeling, and I’m so restless I keep pacing all the time. Sleep is a joke, I barely get any most nights, and I don’t care about anything I used to love.",colloquial,"['Depressed_Mood', 'Hyperactivity_agitation', 'Loss_of_interest_or_motivation', 'Sleep_disturbance']",,"[0, 1, 0, 1, 1, 0, 0, 0, 1]"
,"Feeling like I’m in a never-ending slump, not interested in doing anything, and my sleep is totally off schedule.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Sleep_disturbance']",,"[0, 1, 0, 1, 0, 0, 0, 0, 1]"
,"I find myself exhibiting episodes of binge eating alongside a persistent depressed mood, with a marked lack of motivation to engage in activities I once enjoyed.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Weight_and_appetite_change']",,"[0, 1, 0, 1, 0, 1, 0, 0, 0]"
,"I don't even care about things I used to love, I forget everything, and I'm overwhelmed by thoughts about not wanting to live.",colloquial,"['Suicidal_ideas', 'Loss_of_interest_or_motivation', 'Poor_memory']",,"[0, 0, 0, 1, 0, 0, 1, 1, 0]"
,"Despite enduring restless sleep and nocturnal awakenings, I find myself easily fatigued throughout the day, accompanied by a marked decrease in appetite, leading to unexpected weight changes.",clinical,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance', 'Weight_and_appetite_change']",,"[0, 0, 1, 0, 0, 1, 0, 0, 1]"
,"I can't even find the energy to get out of bed, and I honestly don't care about seeing anyone or doing anything.",colloquial,"['Loss_of_interest_or_motivation', 'Decreased_energy_tiredness_fatigue']",,"[0, 0, 1, 1, 0, 0, 0, 0, 0]"
,"I am burdened by life, considering ending it as I feel guilty for my perceived faults, and I'm engulfed in a relentless sense of despair.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Suicidal_ideas']",,"[1, 1, 0, 0, 0, 0, 1, 0, 0]"
,"All I can see ahead is failure and emptiness, and I criticize myself constantly for not being good enough.",colloquial,"['Depressed_Mood', 'Pessimism', 'Worthlessness_and_guilty']",,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
,"I experience persistent suicidal ideation without a specific plan, combined with a markedly diminished interest in activities, a pervasive sense of depression, persistent feelings of worthlessness, and significant sleep disturbance characterized by difficulty in staying asleep.",clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Worthlessness_and_guilty', 'Loss_of_interest_or_motivation', 'Sleep_disturbance']",,"[1, 1, 0, 1, 0, 0, 1, 0, 1]"
,"I am burdened by a sense of despair, accompanied by persistent suicidal ideation and a marked loss of interest in all significant activities that once mattered to me.",clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Loss_of_interest_or_motivation', 'Pessimism']",,"[0, 1, 0, 1, 0, 0, 1, 0, 0]"
,"I often feel emotionally heavy with a persistent sadness, and I exhibit impulsive behavior, such as interrupting others, due to an internal sense of agitation.",clinical,"['Hyperactivity_agitation', 'Depressed_Mood']",,"[0, 1, 0, 0, 1, 0, 0, 0, 0]"
,I can't focus on anything because I'm always moving around and feeling this heavy sadness.,colloquial,"['Depressed_Mood', 'Hyperactivity_agitation', 'Inattention']",,"[0, 1, 0, 0, 1, 0, 0, 1, 0]"
,"I'm always feeling down, like I'm not worth anything, my mind goes blank so much, and sometimes I just want to check out of life completely.",colloquial,"['Depressed_Mood', 'Suicidal_ideas', 'Poor_memory', 'Worthlessness_and_guilty']",,"[1, 1, 0, 0, 0, 0, 1, 1, 0]"
,I don’t feel like doing anything and I’m always exhausted. Sometimes I just think about how easy it would be to end it all.,colloquial,"['Depressed_Mood', 'Suicidal_ideas', 'Decreased_energy_tiredness_fatigue', 'Loss_of_interest_or_motivation']",,"[0, 1, 1, 1, 0, 0, 1, 0, 0]"
,I’m up all night unable to sleep because I can't stop feeling guilty and sad.,colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Sleep_disturbance']",,"[1, 1, 0, 0, 0, 0, 0, 0, 1]"
,"I feel persistently melancholic, frequently criticizing myself for every fault, and I doubt that any future efforts will lead to success.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Pessimism']",,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
,"There's a notable lack of motivation to participate in social gatherings or events, which is compounded by a persistent experience of low mood and emotional numbness.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation']",,"[0, 1, 0, 1, 0, 0, 0, 0, 0]"
,"I experience persistent emotional numbness, have difficulty sleeping through the night due to insomnia, and often carry a pervasive sense of self-blame and guilt.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Sleep_disturbance']",,"[1, 1, 0, 0, 0, 0, 0, 0, 1]"
,"I can't shake this feeling that nothing’s going to get better, and to make it worse, I keep forgetting even the simplest things, all while feeling utterly empty inside.",colloquial,"['Depressed_Mood', 'Pessimism', 'Poor_memory']",,"[0, 1, 0, 0, 0, 0, 0, 1, 0]"
,"I often exhibit hyperactivity that includes impulsive behavior and excessive talking, compounded by a constant feeling of melancholy and sadness along with poor memory retention, notably forgetting routine tasks and struggling to recall specific details.",clinical,"['Depressed_Mood', 'Hyperactivity_agitation', 'Poor_memory']",,"[0, 1, 0, 0, 1, 0, 0, 1, 0]"
,"I hate myself for messing things up, and it's so frustrating that I can't seem to control my temper.",colloquial,"['Depressed_Mood', 'Anger_Irritability', 'Worthlessness_and_guilty']",,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
,"Feeling like I’m drowning in this endless sadness and disgust with myself, it just never seems to go away.",colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty']",,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
,"I can't make a decision to save my life, I'm always second-guessing myself and can't focus on anything because of this gloom hanging over me.",colloquial,"['Depressed_Mood', 'Inattention', 'Indecisiveness']",,"[0, 1, 0, 0, 0, 0, 0, 1, 0]"
,"I am experiencing a combination of chronic energy depletion, persistent feelings of despair, and frequent irritable behavior, significantly impairing my social and occupational functioning.",clinical,"['Depressed_Mood', 'Anger_Irritability', 'Decreased_energy_tiredness_fatigue']",,"[0, 1, 1, 0, 0, 0, 0, 0, 0]"
,"I suffer from a chronic depressed mood, characterized by suicidal ideation and overwhelming guilt about past minor failings.",clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Worthlessness_and_guilty']",,"[1, 1, 0, 0, 0, 0, 1, 0, 0]"
,Persistent thoughts about not wanting to live coincide with a complete loss of interest in maintaining relationships and a pervasive sense of emotional heaviness.,clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Loss_of_interest_or_motivation', 'Pessimism']",,"[0, 1, 0, 1, 0, 0, 1, 0, 0]"
,"Even when I sleep, I feel tired the next day. I’ve lost my appetite, and I just feel really low and sad.",colloquial,"['Depressed_Mood', 'Sleep_disturbance', 'Decreased_energy_tiredness_fatigue', 'Weight_and_appetite_change']",,"[0, 1, 1, 0, 0, 1, 0, 0, 1]"
,"I experience frequent crying spells and persistent feelings of sadness, accompanied by recurrent suicidal ideation and difficulty sleeping through the night.",clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Loss_of_interest_or_motivation', 'Sleep_disturbance']",,"[0, 1, 0, 1, 0, 0, 1, 0, 1]"
,The pervasive tiredness I experience contributes to frequent lapses in memory and a diminished ability to focus on instructions or complete workplace duties.,clinical,"['Decreased_energy_tiredness_fatigue', 'Inattention', 'Poor_memory']",,"[0, 0, 1, 0, 0, 0, 0, 1, 0]"
,"I present with a persistent sense of despair that coincides with irritable behavior and disproportionate anger, compounded by ongoing guilty ruminations and a bleak outlook on life.",clinical,"['Anger_Irritability', 'Depressed_Mood', 'Worthlessness_and_guilty', 'Pessimism']",,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
